epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,61.7953,1.71306,2.86464,1.76939,0.00646,0.72134,0.09405,0.03844,2.23778,3.42402,2.45111,0.090537,0.000537013,0.000537013
2,106.716,1.60445,2.41417,1.68361,0.0952,0.25122,0.03459,0.00946,2.8832,4.23333,5.98614,0.0801052,0.00110517,0.00110517
3,151.091,1.67161,2.31029,1.69471,0.06896,0.13598,0.03895,0.01146,2.86194,7.83185,4.88068,0.0696497,0.00164971,0.00164971
4,190.424,1.69504,2.20751,1.7279,0.00703,0.22381,0.00468,0.00123,3.32279,19.2706,9.26471,0.0591706,0.00217062,0.00217062
5,227.76,1.74512,2.22637,1.77122,0.11003,0.1031,0.0362,0.0072,3.1921,8.48591,9.18938,0.0486679,0.0026679,0.0026679
6,283.622,1.64235,2.07274,1.69802,0.03616,0.04593,0.00859,0.00173,3.46868,5.03107,4.89076,0.0381415,0.00314155,0.00314155
7,329.433,1.68247,2.06692,1.73957,0.07174,0.0879,0.01337,0.00339,3.02186,5.28031,3.8637,0.0275916,0.00359157,0.00359157
8,376.474,1.6237,2.02787,1.66065,0.33987,0.22,0.00478,0.00158,3.51484,7.67534,4.82164,0.017018,0.00401797,0.00401797
9,422.949,1.68982,2.11575,1.73323,0.14173,0.1625,0.06625,0.01339,3.02429,4.52882,5.18883,0.00642074,0.00442074,0.00442074
10,467.852,1.61488,2.01585,1.67968,0.02091,0.07612,0.00853,0.00211,3.17591,8.50738,3.38236,0.00440357,0.00440357,0.00440357
11,514.507,1.64445,2.00577,1.70457,0.0349,0.1733,0.01634,0.00305,3.23224,5.40461,5.16281,0.00429617,0.00429617,0.00429617
12,558.037,1.5969,1.95939,1.6512,0.05578,0.24966,0.07246,0.02399,2.68857,7.28943,2.81522,0.00418877,0.00418877,0.00418877
13,599.13,1.55312,1.85013,1.60428,0.07218,0.23884,0.06145,0.0266,2.30721,4.06959,2.42041,0.00408138,0.00408138,0.00408138
14,640.668,1.57855,1.92325,1.67671,0.20861,0.13146,0.05201,0.01857,2.37058,4.52056,2.63453,0.00397398,0.00397398,0.00397398
15,679.811,1.5792,1.85486,1.63886,0.2121,0.32891,0.19716,0.08569,2.36674,3.48382,2.46608,0.00386658,0.00386658,0.00386658
16,720.716,1.45085,1.72109,1.5414,0.42936,0.30695,0.29386,0.11699,2.40063,2.88502,2.64032,0.00375919,0.00375919,0.00375919
17,764.209,1.36858,1.63885,1.49868,0.42129,0.44494,0.35085,0.15484,2.10996,2.57954,2.17059,0.00365179,0.00365179,0.00365179
18,806.502,1.45175,1.65278,1.56149,0.58243,0.40991,0.42695,0.21341,1.86537,1.99011,1.89019,0.0035444,0.0035444,0.0035444
19,847.573,1.37567,1.62209,1.49537,0.19128,0.238,0.09732,0.0284,2.9381,3.93287,3.23162,0.003437,0.003437,0.003437
20,886.961,1.3664,1.59441,1.49225,0.49628,0.48509,0.46909,0.23025,1.81837,2.13609,1.77258,0.0033296,0.0033296,0.0033296
21,928.517,1.33331,1.57488,1.4538,0.67524,0.47177,0.5325,0.27653,1.84574,1.85065,1.93466,0.00322221,0.00322221,0.00322221
22,968.822,1.3863,1.5423,1.4863,0.8135,0.52103,0.63919,0.34882,1.69159,1.59025,1.6676,0.00311481,0.00311481,0.00311481
23,1011.44,1.29918,1.47554,1.44351,0.53665,0.36871,0.38432,0.18393,1.95589,2.39572,1.90596,0.00300742,0.00300742,0.00300742
24,1055.84,1.3503,1.48861,1.47565,0.42193,0.41481,0.41353,0.17121,2.13881,2.42298,2.34717,0.00290002,0.00290002,0.00290002
25,1097.08,1.29925,1.45338,1.44097,0.55048,0.45411,0.50469,0.28259,1.67865,1.85696,1.64934,0.00279262,0.00279262,0.00279262
26,1139.06,1.23823,1.36159,1.38607,0.7001,0.68255,0.71647,0.43329,1.41638,1.41843,1.42727,0.00268523,0.00268523,0.00268523
