epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.2505,1.90956,2.79393,1.93141,0.03465,0.1121,0.0181,0.00537,3.06354,26.1127,6.58928,0.0809779,0.00197794,0.00197794
2,29.0122,2.07789,2.6404,2.09803,0.0044,0.17393,0.0029,0.00079,3.71976,164.128,13.995,0.0609691,0.00396907,0.00396907
3,37.5006,2.09054,2.69743,2.15635,0.00944,0.22095,0.00759,0.00173,3.48612,1715.35,31.4088,0.0408773,0.00587731,0.00587731
4,45.874,2.0752,2.71763,2.13026,0.00393,0.13506,0.00236,0.00058,3.8416,61.7017,14.8382,0.0207027,0.00770268,0.00770268
5,54.5221,2.05454,2.64559,2.09815,0.33823,0.04519,0.0018,0.00042,4.04371,13.2908,11.4879,0.00866528,0.00866528,0.00866528
6,62.7077,1.9867,2.63124,2.05147,0.00384,0.01905,0.00146,0.00037,3.34939,57.0175,4.90865,0.00847691,0.00847691,0.00847691
7,70.8637,1.85255,2.45881,1.93983,0.0236,0.03619,0.00512,0.00106,3.84525,4.87911,4.37226,0.00828854,0.00828854,0.00828854
8,79.2765,1.8837,2.36432,1.94921,0.0752,0.24056,0.08806,0.02579,2.81778,9.33666,2.72519,0.00810018,0.00810018,0.00810018
9,87.5403,1.80466,2.31913,1.88007,0.15494,0.20732,0.12014,0.03169,2.69117,3.53395,2.60805,0.00791181,0.00791181,0.00791181
10,95.784,1.81978,2.25119,1.88404,0.06519,0.22571,0.08142,0.03349,2.19357,6.66013,2.04103,0.00772344,0.00772344,0.00772344
11,104.074,1.80909,2.24334,1.85586,0.20216,0.27093,0.18905,0.06081,2.46094,2.64693,2.63425,0.00753507,0.00753507,0.00753507
12,112.479,1.7676,2.19243,1.82942,0.23568,0.28569,0.22935,0.08521,2.33651,2.84935,2.0367,0.0073467,0.0073467,0.0073467
13,121.391,1.77356,2.17686,1.84468,0.08372,0.2145,0.06613,0.01863,2.73498,4.57838,3.09717,0.00715833,0.00715833,0.00715833
14,129.901,1.76482,2.19427,1.8517,0.26456,0.47958,0.2866,0.1139,2.12378,2.52754,1.88379,0.00696997,0.00696997,0.00696997
15,138.354,1.73341,2.09972,1.80242,0.47466,0.4018,0.3921,0.1387,2.30695,2.15513,2.00999,0.0067816,0.0067816,0.0067816
16,146.754,1.66249,2.02639,1.76025,0.33839,0.43824,0.30375,0.10097,2.39564,3.10683,2.15014,0.00659323,0.00659323,0.00659323
17,154.989,1.71528,2.04968,1.77512,0.30556,0.2467,0.1993,0.08405,2.50885,3.08022,2.39698,0.00640486,0.00640486,0.00640486
18,163.255,1.68796,2.00874,1.75574,0.50213,0.44504,0.4526,0.19871,1.98658,1.99394,1.77987,0.00621649,0.00621649,0.00621649
19,171.488,1.64039,1.96092,1.71994,0.51713,0.42607,0.45395,0.16054,2.28657,2.0464,2.09928,0.00602812,0.00602812,0.00602812
20,180.092,1.58137,1.90678,1.69256,0.46638,0.44695,0.46387,0.21811,1.89221,2.06845,1.72967,0.00583975,0.00583975,0.00583975
21,188.561,1.62406,1.92772,1.70574,0.60911,0.47136,0.52073,0.23824,1.93708,1.78871,1.72403,0.00565139,0.00565139,0.00565139
22,197.002,1.58747,1.91816,1.71205,0.62221,0.48596,0.53041,0.23046,2.13958,1.82956,1.89781,0.00546302,0.00546302,0.00546302
23,205.051,1.56862,1.87929,1.67537,0.61349,0.45671,0.48667,0.20005,2.10333,1.91938,1.8961,0.00527465,0.00527465,0.00527465
24,213.431,1.55258,1.83277,1.66506,0.59169,0.36564,0.45444,0.21052,1.85574,2.2287,1.71487,0.00508628,0.00508628,0.00508628
25,221.691,1.53836,1.83083,1.64338,0.22013,0.22607,0.14028,0.05362,2.3853,3.47999,2.44193,0.00489791,0.00489791,0.00489791
26,229.982,1.54529,1.78163,1.63614,0.43167,0.3588,0.33449,0.15972,1.90089,3.2261,1.75989,0.00470954,0.00470954,0.00470954
27,238.323,1.50373,1.7505,1.60047,0.3095,0.40656,0.33866,0.14678,1.83858,2.14831,1.78713,0.00452118,0.00452118,0.00452118
28,246.687,1.5416,1.75171,1.6322,0.3317,0.34698,0.27036,0.10857,2.02741,2.55263,1.92184,0.00433281,0.00433281,0.00433281
29,255.092,1.53653,1.75397,1.65409,0.62307,0.60763,0.60396,0.30621,1.78478,1.64145,1.62104,0.00414444,0.00414444,0.00414444
30,263.421,1.49237,1.738,1.60734,0.26266,0.30737,0.1943,0.07773,2.51509,3.0702,2.70492,0.00395607,0.00395607,0.00395607
31,271.724,1.48205,1.71276,1.5832,0.60032,0.52529,0.5581,0.27106,1.87047,1.73081,1.70694,0.0037677,0.0037677,0.0037677
32,280.143,1.44908,1.63997,1.56638,0.59152,0.54459,0.52577,0.22397,2.21771,1.88894,1.97589,0.00357933,0.00357933,0.00357933
33,288.349,1.43786,1.60534,1.5592,0.62643,0.56329,0.57398,0.2816,1.82369,1.88631,1.74098,0.00339096,0.00339096,0.00339096
34,296.499,1.41651,1.6025,1.54062,0.76328,0.55579,0.64381,0.33948,1.7159,1.60296,1.60379,0.0032026,0.0032026,0.0032026
35,304.776,1.42182,1.59894,1.55793,0.70509,0.57596,0.6167,0.32035,1.7086,1.597,1.61988,0.00301423,0.00301423,0.00301423
36,313.073,1.3917,1.58795,1.53914,0.75624,0.59604,0.69165,0.37989,1.65937,1.39097,1.5254,0.00282586,0.00282586,0.00282586
37,321.354,1.42779,1.58638,1.56057,0.71393,0.59005,0.64595,0.31427,1.83748,1.55911,1.70469,0.00263749,0.00263749,0.00263749
38,330.342,1.35974,1.48516,1.51676,0.74328,0.63903,0.6943,0.35211,1.81702,1.4191,1.63774,0.00244912,0.00244912,0.00244912
39,338.502,1.37092,1.51393,1.5246,0.58106,0.42575,0.44854,0.23848,1.78172,2.05488,1.74154,0.00226075,0.00226075,0.00226075
