epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.0777,1.59125,2.90996,1.63822,0.0066,0.74734,0.08991,0.03202,2.09528,3.4469,2.33709,0.0901267,0.000126723,0.000126723
2,99.3544,1.35203,2.35343,1.44803,0.00682,0.65203,0.05889,0.02138,2.45441,3.62718,2.69257,0.0792608,0.000260796,0.000260796
3,142.372,1.30507,2.05144,1.40588,0.00623,0.68917,0.08746,0.02931,2.17524,3.48066,2.11762,0.0683893,0.000389293,0.000389293
4,187.03,1.28315,1.89741,1.38519,0.90305,0.0817,0.33696,0.18023,1.63255,3.07142,1.7909,0.0575122,0.000512215,0.000512215
5,222.866,1.24778,1.75774,1.35013,0.42255,0.36477,0.36197,0.20293,1.57655,2.34583,1.71689,0.0466296,0.000629561,0.000629561
6,263.318,1.16601,1.61132,1.32005,0.71556,0.34921,0.40818,0.22607,1.38796,2.2581,1.56611,0.0357413,0.000741331,0.000741331
7,305.228,1.17869,1.58915,1.32912,0.33129,0.35378,0.32425,0.16499,1.68694,2.55939,1.74125,0.0248475,0.000847526,0.000847526
8,343.659,1.18088,1.53129,1.31301,0.29993,0.26155,0.24267,0.10958,1.89402,2.86129,1.86809,0.0139481,0.000948145,0.000948145
9,380.909,1.11947,1.45221,1.29622,0.36982,0.41132,0.34884,0.22589,1.51155,2.27233,1.53358,0.00304319,0.00104319,0.00104319
10,421.236,1.11136,1.41226,1.28309,0.43995,0.50449,0.46788,0.27984,1.40711,1.90363,1.55817,0.00103913,0.00103913,0.00103913
11,458.109,1.17666,1.42471,1.30409,0.47496,0.36987,0.40046,0.18983,1.68657,2.09596,1.84103,0.00101379,0.00101379,0.00101379
12,496.702,1.08411,1.31944,1.24656,0.53711,0.54355,0.50405,0.3034,1.53561,2.00636,1.63726,0.000988446,0.000988446,0.000988446
13,535.001,1.02357,1.2514,1.20544,0.42881,0.3809,0.31171,0.13147,2.06911,3.05378,2.26951,0.000963102,0.000963102,0.000963102
14,579.113,1.03623,1.22097,1.21852,0.4538,0.53592,0.5134,0.28032,1.561,2.07209,1.55184,0.000937758,0.000937758,0.000937758
15,618.123,0.97984,1.13333,1.18942,0.674,0.57789,0.59754,0.38002,1.34254,2.04689,1.3844,0.000912414,0.000912414,0.000912414
16,684.97,0.98663,1.11221,1.18202,0.7033,0.51581,0.57406,0.3239,1.60394,2.24863,1.70049,0.00088707,0.00088707,0.00088707
17,727.471,0.94262,1.06386,1.15333,0.65522,0.63707,0.67939,0.45865,1.1831,1.62651,1.28598,0.000861726,0.000861726,0.000861726
18,773.626,1.017,1.09077,1.21769,0.53403,0.55414,0.56017,0.32104,1.40306,1.69023,1.44133,0.000836383,0.000836383,0.000836383
19,814.427,0.92748,1.02423,1.15566,0.60644,0.58821,0.63075,0.42084,1.31868,1.67795,1.35985,0.000811039,0.000811039,0.000811039
