epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.7374,2.21245,3.78644,2.25867,0.00627,0.69284,0.08056,0.03009,1.93529,3.47781,1.94103,0.07921,0.00021,0.00021
2,22.5079,2.03138,3.61877,2.14199,0.00623,0.71041,0.05572,0.01722,1.96409,3.48871,2.02712,0.057387,0.000387004,0.000387004
3,30.9195,1.74319,3.44823,1.89715,0.00625,0.71407,0.06387,0.02095,2.08577,3.46937,2.10822,0.03552,0.000520013,0.000520013
4,39.1286,1.61119,3.31569,1.81361,0.00673,0.76272,0.10806,0.04278,1.74472,3.30841,1.78112,0.013609,0.000609026,0.000609026
5,47.7678,1.46124,3.21313,1.69154,0.00689,0.77982,0.14246,0.06633,1.633,3.14198,1.66918,0.00060004,0.00060004,0.00060004
6,55.8803,1.36938,3.07103,1.61524,0.51588,0.06667,0.18465,0.07816,1.57309,2.9815,1.61952,0.00050005,0.00050005,0.00050005
7,64.1835,1.35929,2.98037,1.59195,0.21472,0.15175,0.18639,0.07904,1.64185,2.98234,1.65779,0.00040006,0.00040006,0.00040006
8,72.6754,1.32766,2.88561,1.55416,0.20342,0.28952,0.24515,0.10812,1.58946,2.7184,1.58582,0.00030007,0.00030007,0.00030007
9,80.6548,1.30534,2.79566,1.54054,0.22273,0.30698,0.25267,0.12186,1.53152,2.67358,1.52828,0.00020008,0.00020008,0.00020008
10,88.8534,1.28193,2.74511,1.52275,0.20175,0.33048,0.25257,0.12601,1.53743,2.66409,1.55448,0.00010009,0.00010009,0.00010009
