epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.8332,2.04742,3.28757,2.00204,0.00699,0.73735,0.06844,0.02468,1.87162,3.45076,1.86277,0.07921,0.00021,0.00021
2,22.6203,1.89027,3.19552,1.9036,0.00812,0.74614,0.09429,0.03609,1.76464,3.37272,1.7661,0.0574257,0.0004257,0.0004257
3,31.0825,1.7324,3.13126,1.79066,0.00769,0.78004,0.09942,0.0389,1.64216,3.30472,1.66284,0.035637,0.000637001,0.000637001
4,40.0269,1.61189,3.05427,1.69911,0.007,0.77302,0.10086,0.03799,1.72004,3.31125,1.76795,0.0138439,0.000843903,0.000843903
5,48.8618,1.51001,2.94033,1.61584,0.00695,0.78459,0.11786,0.053,1.58599,3.14657,1.6383,0.000960004,0.000960004,0.000960004
6,57.6356,1.46554,2.84055,1.5977,0.5779,0.1254,0.15985,0.06969,1.62015,3.01764,1.6282,0.000950005,0.000950005,0.000950005
7,66.3777,1.46024,2.73629,1.57039,0.18225,0.28379,0.15199,0.06582,1.68743,2.90102,1.67033,0.000940006,0.000940006,0.000940006
8,74.8247,1.42893,2.62736,1.55911,0.18497,0.32286,0.19523,0.09222,1.66085,2.77363,1.6335,0.000930007,0.000930007,0.000930007
9,83.2452,1.43894,2.51581,1.54864,0.22004,0.41754,0.27932,0.13758,1.66615,2.60229,1.59721,0.000920008,0.000920008,0.000920008
10,91.7853,1.39508,2.44717,1.50416,0.59514,0.3219,0.30832,0.16572,1.59628,2.53708,1.52702,0.000910009,0.000910009,0.000910009
11,100.193,1.39201,2.33827,1.51239,0.64446,0.37905,0.3356,0.18409,1.42288,2.48855,1.42894,0.00090001,0.00090001,0.00090001
12,109.459,1.36649,2.28648,1.50199,0.32124,0.43897,0.37036,0.18149,1.63699,2.45083,1.57414,0.000890011,0.000890011,0.000890011
13,118.056,1.32433,2.21055,1.45649,0.34879,0.46776,0.4041,0.21298,1.4867,2.36481,1.46763,0.000880012,0.000880012,0.000880012
14,126.949,1.35291,2.14608,1.47378,0.3276,0.50808,0.41501,0.23319,1.50734,2.29438,1.44799,0.000870013,0.000870013,0.000870013
15,135.863,1.29722,2.12185,1.42546,0.48155,0.40568,0.44574,0.25997,1.44745,2.27564,1.40253,0.000860014,0.000860014,0.000860014
16,144.918,1.28749,2.10548,1.4416,0.36441,0.45237,0.41935,0.23496,1.47569,2.31322,1.44264,0.000850015,0.000850015,0.000850015
17,153.944,1.25873,2.0185,1.40127,0.37254,0.42549,0.42012,0.22685,1.44918,2.2882,1.44211,0.000840016,0.000840016,0.000840016
18,162.671,1.2482,1.96541,1.39314,0.3979,0.52244,0.47824,0.28608,1.3874,2.08609,1.36118,0.000830017,0.000830017,0.000830017
19,171.759,1.23305,1.94633,1.38939,0.39576,0.55547,0.50307,0.292,1.42839,2.0731,1.39958,0.000820018,0.000820018,0.000820018
20,181.346,1.25398,1.93692,1.38779,0.37925,0.57674,0.47897,0.29196,1.35179,2.1018,1.34879,0.000810019,0.000810019,0.000810019
21,191.403,1.19679,1.86191,1.34799,0.51583,0.49487,0.54876,0.34371,1.28682,1.94519,1.28582,0.00080002,0.00080002,0.00080002
22,200.72,1.18816,1.84908,1.35527,0.40875,0.63105,0.54243,0.35243,1.25495,1.90777,1.28367,0.000790021,0.000790021,0.000790021
23,209.554,1.18179,1.82855,1.32797,0.41728,0.6515,0.54963,0.33628,1.25446,1.91669,1.29168,0.000780022,0.000780022,0.000780022
