epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.6818,1.70358,2.93118,1.71421,0.0066,0.73577,0.05501,0.0258,2.06974,3.50747,2.21239,0.0901899,0.000189903,0.000189903
2,138.109,1.52929,2.38188,1.58342,0.00713,0.73944,0.08454,0.02682,2.07615,3.38399,2.27815,0.0793908,0.00039082,0.00039082
3,205.82,1.52098,2.2042,1.58645,0.39117,0.14358,0.06589,0.02087,2.1691,2.94584,2.40509,0.0685834,0.000583383,0.000583383
4,271.4,1.47852,2.04212,1.53849,0.13462,0.2266,0.11296,0.04158,2.03804,3.03076,2.24455,0.0577676,0.000767591,0.000767591
5,338.266,1.49759,2.04113,1.54482,0.10661,0.12183,0.06673,0.02013,2.41416,3.33827,2.46671,0.0469434,0.000943444,0.000943444
6,423.54,1.46001,1.94211,1.54702,0.21715,0.19781,0.18484,0.07793,2.03393,2.83883,1.99113,0.0361109,0.00111094,0.00111094
7,501.615,1.40428,1.80852,1.48022,0.23614,0.31182,0.20631,0.09273,1.90608,2.80939,1.90906,0.0252701,0.00127008,0.00127008
8,565.35,1.39347,1.77421,1.47415,0.17543,0.15841,0.12325,0.0506,2.2916,3.04061,2.21314,0.0144209,0.00142087,0.00142087
9,628.25,1.36531,1.7329,1.46315,0.37751,0.31101,0.22242,0.0929,2.21444,2.99029,2.32587,0.0035633,0.0015633,0.0015633
10,676.195,1.39415,1.71166,1.47326,0.35383,0.22876,0.17509,0.07002,2.13563,3.46681,2.10451,0.00155723,0.00155723,0.00155723
11,723.412,1.3597,1.64664,1.44476,0.27696,0.39137,0.23406,0.10848,1.91624,2.85123,2.04418,0.00151925,0.00151925,0.00151925
12,768.756,1.33299,1.59891,1.42758,0.53546,0.48237,0.43022,0.20791,1.95668,2.50654,1.99703,0.00148128,0.00148128,0.00148128
13,810.317,1.29453,1.53026,1.39528,0.47386,0.31659,0.29281,0.09711,2.41237,3.34031,2.70251,0.0014433,0.0014433,0.0014433
14,856.667,1.31775,1.57429,1.43554,0.57861,0.2327,0.2489,0.10612,1.9463,3.03463,1.99482,0.00140532,0.00140532,0.00140532
15,900.51,1.31047,1.46935,1.38928,0.39191,0.5088,0.45777,0.28235,1.47504,2.20443,1.4621,0.00136735,0.00136735,0.00136735
16,957.648,1.2398,1.46838,1.38429,0.64777,0.50564,0.58413,0.33903,1.61295,1.9719,1.56431,0.00132937,0.00132937,0.00132937
17,1002.41,1.23904,1.39974,1.3627,0.61805,0.48823,0.53971,0.26689,1.75355,2.12308,1.63131,0.00129139,0.00129139,0.00129139
18,1058.75,1.17109,1.28944,1.29634,0.72685,0.51683,0.5888,0.34286,1.46472,2.0538,1.5416,0.00125341,0.00125341,0.00125341
19,1104.5,1.1666,1.28241,1.30772,0.54349,0.60119,0.56434,0.33237,1.54187,1.8111,1.53063,0.00121544,0.00121544,0.00121544
20,1154.24,1.15577,1.24883,1.31455,0.66108,0.59874,0.61083,0.34677,1.8421,2.2868,1.75592,0.00117746,0.00117746,0.00117746
21,1197.54,1.14841,1.20681,1.27877,0.61533,0.44189,0.45347,0.18371,2.27589,2.78441,2.26946,0.00113948,0.00113948,0.00113948
22,1246.38,1.09959,1.19172,1.27413,0.79772,0.59091,0.65955,0.39124,1.49054,1.62258,1.48131,0.0011015,0.0011015,0.0011015
23,1294.29,1.13705,1.17166,1.2863,0.7768,0.64744,0.74225,0.51193,1.23549,1.456,1.27529,0.00106353,0.00106353,0.00106353
