epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.5357,2.04742,3.28757,2.00204,0.00699,0.73735,0.06844,0.02468,1.87162,3.45076,1.86277,0.07921,0.00021,0.00021
2,20.9278,1.89586,3.19784,1.90605,0.00714,0.73326,0.07526,0.02452,1.8153,3.39344,1.78865,0.0574279,0.00042785,0.00042785
3,29.8881,1.76386,3.13564,1.79937,0.00696,0.75242,0.10255,0.03774,1.69225,3.32407,1.69025,0.0356435,0.000643501,0.000643501
4,38.9752,1.60773,3.04688,1.68359,0.00713,0.78903,0.10025,0.04071,1.64285,3.24609,1.63877,0.013857,0.000856951,0.000856951
5,47.8316,1.52793,2.94216,1.62765,0.00722,0.80138,0.11908,0.04998,1.60462,3.16521,1.62674,0.000980002,0.000980002,0.000980002
6,56.5061,1.4643,2.82899,1.59857,0.1826,0.17587,0.16969,0.083,1.53838,2.90822,1.547,0.000975003,0.000975003,0.000975003
7,65.1161,1.44464,2.73179,1.56701,0.14893,0.4,0.1837,0.08709,1.61694,2.80642,1.57535,0.000970003,0.000970003,0.000970003
8,74.2256,1.41235,2.60993,1.5514,0.19065,0.31822,0.20837,0.10523,1.56435,2.76641,1.54008,0.000965004,0.000965004,0.000965004
9,83.1292,1.41702,2.5018,1.54183,0.56466,0.30222,0.26248,0.14594,1.58541,2.63162,1.56616,0.000960004,0.000960004,0.000960004
10,92.524,1.37352,2.41692,1.49233,0.56686,0.42762,0.29774,0.16178,1.63921,2.52204,1.58559,0.000955004,0.000955004,0.000955004
11,101.146,1.37809,2.31666,1.50349,0.25262,0.42004,0.28908,0.15393,1.5961,2.61584,1.53853,0.000950005,0.000950005,0.000950005
12,109.905,1.36368,2.26959,1.49422,0.31282,0.40448,0.37808,0.18304,1.685,2.42474,1.57511,0.000945005,0.000945005,0.000945005
13,118.576,1.32414,2.19773,1.45804,0.41085,0.3828,0.44552,0.26282,1.45263,2.24354,1.4095,0.000940006,0.000940006,0.000940006
14,127.34,1.34034,2.14154,1.47456,0.3762,0.45642,0.46367,0.27794,1.40124,2.18026,1.3712,0.000935007,0.000935007,0.000935007
15,136.602,1.29275,2.10627,1.42235,0.33764,0.48801,0.41806,0.23711,1.47009,2.37602,1.46438,0.000930007,0.000930007,0.000930007
16,145.228,1.27797,2.07983,1.43668,0.36883,0.56871,0.48551,0.28133,1.42317,2.08453,1.37184,0.000925008,0.000925008,0.000925008
17,153.896,1.23952,1.98921,1.38672,0.38447,0.53258,0.45694,0.28189,1.33439,2.16427,1.34551,0.000920008,0.000920008,0.000920008
18,162.636,1.23345,1.94488,1.38224,0.41897,0.5857,0.52907,0.31334,1.41936,2.06341,1.35663,0.000915008,0.000915008,0.000915008
19,171.586,1.22839,1.93406,1.38601,0.42382,0.60153,0.53718,0.32657,1.36725,1.9995,1.35587,0.000910009,0.000910009,0.000910009
20,180.532,1.23217,1.91201,1.38067,0.51155,0.59979,0.5705,0.34842,1.39,1.90597,1.35687,0.00090501,0.00090501,0.00090501
21,189.707,1.18584,1.84053,1.34567,0.53708,0.62475,0.58283,0.35591,1.37817,1.86689,1.3339,0.00090001,0.00090001,0.00090001
22,198.398,1.17437,1.82597,1.35122,0.53218,0.61489,0.60304,0.3678,1.39052,1.82194,1.33723,0.000895011,0.000895011,0.000895011
