epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.74914,1.95561,3.40106,1.80953,0.00633,0.61738,0.11224,0.03369,1.97561,3.0948,2.00518,0.00010003,0.00010003,0.00010003
2,2.76411,1.90886,3.33583,1.66995,0.00739,0.73016,0.10894,0.04515,1.70474,3.03805,1.74332,0.000214337,0.000214337,0.000214337
3,3.753,1.60379,3.01995,1.51849,0.00741,0.73016,0.09913,0.04682,1.57538,3.00426,1.63547,0.00032859,0.00032859,0.00032859
4,4.76974,1.53467,2.80175,1.47958,0.00746,0.72849,0.13382,0.06102,1.62217,2.89261,1.63974,0.000442747,0.000442747,0.000442747
5,5.89784,1.52,2.61847,1.50713,0.00727,0.66667,0.17738,0.08008,1.70377,2.86575,1.75747,0.000556766,0.000556766,0.000556766
6,6.88723,1.56141,2.58962,1.50165,0.58481,0.15121,0.18806,0.08382,1.92551,2.73966,1.92628,0.000670605,0.000670605,0.000670605
7,7.85839,1.44998,2.48941,1.48319,0.4795,0.1319,0.17474,0.08295,1.84625,2.58183,1.82274,0.000784223,0.000784223,0.000784223
8,8.7428,1.48571,2.41742,1.50714,0.1483,0.11947,0.18918,0.08483,1.73171,2.58253,1.71995,0.000897579,0.000897579,0.000897579
9,9.69649,1.52049,2.45446,1.54071,0.19854,0.21972,0.19063,0.07867,2.05759,3.29887,2.17236,0.00101063,0.00101063,0.00101063
10,10.5999,1.4311,2.33364,1.45361,0.33195,0.33256,0.27078,0.13919,1.80813,2.78546,1.91364,0.00112334,0.00112334,0.00112334
11,11.5577,1.45504,2.31369,1.46739,0.6544,0.27829,0.27832,0.12982,1.95815,2.2952,1.99376,0.00123565,0.00123565,0.00123565
12,12.5023,1.43841,2.27156,1.42074,0.46745,0.22506,0.13974,0.05812,1.89304,2.80397,1.98447,0.00134754,0.00134754,0.00134754
13,13.4419,1.49046,2.31424,1.44358,0.63566,0.1721,0.17556,0.09663,1.80375,2.93461,1.86635,0.00141647,0.00141647,0.00141647
14,14.2835,1.48458,2.26418,1.44947,0.46934,0.28358,0.14829,0.07521,1.8123,2.76956,1.87352,0.0014143,0.0014143,0.0014143
15,15.2064,1.56709,2.33849,1.51201,0.33514,0.38137,0.25467,0.13157,1.90957,3.08877,1.99735,0.00141196,0.00141196,0.00141196
16,16.0947,1.37598,2.1777,1.39307,0.31107,0.41555,0.24696,0.13561,1.67827,2.98594,1.8691,0.00140946,0.00140946,0.00140946
